
VERIFICAT: nr portii oferite: 0 nr portii consumate: 0

EntitateRegistru{id=2, nrPortii=4, localDateTime=2023-01-30T13:10:58.327957400, tip=OFERIT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.495955800, tip=CONSUMAT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.495955800, tip=CONSUMAT}
EntitateRegistru{id=2, nrPortii=4, localDateTime=2023-01-30T13:10:58.495955800, tip=OFERIT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.495955800, tip=CONSUMAT}
EntitateRegistru{id=7, nrPortii=1, localDateTime=2023-01-30T13:10:58.503981500, tip=CONSUMAT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.503981500, tip=CONSUMAT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.503981500, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=4, localDateTime=2023-01-30T13:10:58.503981500, tip=OFERIT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.503981500, tip=CONSUMAT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.503981500, tip=CONSUMAT}
EntitateRegistru{id=9, nrPortii=1, localDateTime=2023-01-30T13:10:58.503981500, tip=CONSUMAT}
EntitateRegistru{id=10, nrPortii=1, localDateTime=2023-01-30T13:10:58.503981500, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=5, localDateTime=2023-01-30T13:10:58.503981500, tip=OFERIT}
EntitateRegistru{id=11, nrPortii=1, localDateTime=2023-01-30T13:10:58.503981500, tip=CONSUMAT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.503981500, tip=CONSUMAT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.503981500, tip=CONSUMAT}
EntitateRegistru{id=11, nrPortii=1, localDateTime=2023-01-30T13:10:58.511965, tip=CONSUMAT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.511965, tip=CONSUMAT}
EntitateRegistru{id=2, nrPortii=2, localDateTime=2023-01-30T13:10:58.511965, tip=OFERIT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.511965, tip=CONSUMAT}
EntitateRegistru{id=10, nrPortii=1, localDateTime=2023-01-30T13:10:58.511965, tip=CONSUMAT}
EntitateRegistru{id=0, nrPortii=2, localDateTime=2023-01-30T13:10:58.511965, tip=OFERIT}
EntitateRegistru{id=7, nrPortii=1, localDateTime=2023-01-30T13:10:58.511965, tip=CONSUMAT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.511965, tip=CONSUMAT}
EntitateRegistru{id=2, nrPortii=1, localDateTime=2023-01-30T13:10:58.511965, tip=OFERIT}
EntitateRegistru{id=9, nrPortii=1, localDateTime=2023-01-30T13:10:58.511965, tip=CONSUMAT}
EntitateRegistru{id=0, nrPortii=1, localDateTime=2023-01-30T13:10:58.511965, tip=OFERIT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.511965, tip=CONSUMAT}
EntitateRegistru{id=2, nrPortii=5, localDateTime=2023-01-30T13:10:58.511965, tip=OFERIT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.511965, tip=CONSUMAT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.511965, tip=CONSUMAT}
EntitateRegistru{id=9, nrPortii=1, localDateTime=2023-01-30T13:10:58.519957100, tip=CONSUMAT}
EntitateRegistru{id=7, nrPortii=1, localDateTime=2023-01-30T13:10:58.519957100, tip=CONSUMAT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.519957100, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=5, localDateTime=2023-01-30T13:10:58.519957100, tip=OFERIT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.519957100, tip=CONSUMAT}
EntitateRegistru{id=10, nrPortii=1, localDateTime=2023-01-30T13:10:58.519957100, tip=CONSUMAT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.519957100, tip=CONSUMAT}
EntitateRegistru{id=11, nrPortii=1, localDateTime=2023-01-30T13:10:58.519957100, tip=CONSUMAT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.519957100, tip=CONSUMAT}
EntitateRegistru{id=0, nrPortii=3, localDateTime=2023-01-30T13:10:58.519957100, tip=OFERIT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.519957100, tip=CONSUMAT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.519957100, tip=CONSUMAT}
VERIFICAT: nr portii oferite: 209 nr portii consumate: 208

EntitateRegistru{id=2, nrPortii=4, localDateTime=2023-01-30T13:10:58.327957400, tip=OFERIT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.331957700, tip=CONSUMAT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.331957700, tip=CONSUMAT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.331957700, tip=CONSUMAT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.331957700, tip=CONSUMAT}
EntitateRegistru{id=0, nrPortii=4, localDateTime=2023-01-30T13:10:58.351957800, tip=OFERIT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.352958200, tip=CONSUMAT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.352958200, tip=CONSUMAT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.352958200, tip=CONSUMAT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.352958200, tip=CONSUMAT}
EntitateRegistru{id=2, nrPortii=3, localDateTime=2023-01-30T13:10:58.352958200, tip=OFERIT}
EntitateRegistru{id=7, nrPortii=1, localDateTime=2023-01-30T13:10:58.352958200, tip=CONSUMAT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.352958200, tip=CONSUMAT}
EntitateRegistru{id=9, nrPortii=1, localDateTime=2023-01-30T13:10:58.352958200, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=4, localDateTime=2023-01-30T13:10:58.352958200, tip=OFERIT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.352958200, tip=CONSUMAT}
EntitateRegistru{id=11, nrPortii=1, localDateTime=2023-01-30T13:10:58.352958200, tip=CONSUMAT}
EntitateRegistru{id=10, nrPortii=1, localDateTime=2023-01-30T13:10:58.352958200, tip=CONSUMAT}
EntitateRegistru{id=7, nrPortii=1, localDateTime=2023-01-30T13:10:58.361956300, tip=CONSUMAT}
EntitateRegistru{id=2, nrPortii=3, localDateTime=2023-01-30T13:10:58.361956300, tip=OFERIT}
EntitateRegistru{id=11, nrPortii=1, localDateTime=2023-01-30T13:10:58.361956300, tip=CONSUMAT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.361956300, tip=CONSUMAT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.361956300, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=2, localDateTime=2023-01-30T13:10:58.361956300, tip=OFERIT}
EntitateRegistru{id=10, nrPortii=1, localDateTime=2023-01-30T13:10:58.361956300, tip=CONSUMAT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.361956300, tip=CONSUMAT}
EntitateRegistru{id=0, nrPortii=2, localDateTime=2023-01-30T13:10:58.361956300, tip=OFERIT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.361956300, tip=CONSUMAT}
EntitateRegistru{id=9, nrPortii=1, localDateTime=2023-01-30T13:10:58.361956300, tip=CONSUMAT}
EntitateRegistru{id=0, nrPortii=3, localDateTime=2023-01-30T13:10:58.361956300, tip=OFERIT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.361956300, tip=CONSUMAT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.361956300, tip=CONSUMAT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.370960100, tip=CONSUMAT}
EntitateRegistru{id=2, nrPortii=3, localDateTime=2023-01-30T13:10:58.370960100, tip=OFERIT}
EntitateRegistru{id=10, nrPortii=1, localDateTime=2023-01-30T13:10:58.370960100, tip=CONSUMAT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.370960100, tip=CONSUMAT}
EntitateRegistru{id=9, nrPortii=1, localDateTime=2023-01-30T13:10:58.370960100, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=4, localDateTime=2023-01-30T13:10:58.370960100, tip=OFERIT}
EntitateRegistru{id=7, nrPortii=1, localDateTime=2023-01-30T13:10:58.370960100, tip=CONSUMAT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.370960100, tip=CONSUMAT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.370960100, tip=CONSUMAT}
EntitateRegistru{id=11, nrPortii=1, localDateTime=2023-01-30T13:10:58.370960100, tip=CONSUMAT}
EntitateRegistru{id=2, nrPortii=2, localDateTime=2023-01-30T13:10:58.370960100, tip=OFERIT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.370960100, tip=CONSUMAT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.370960100, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=3, localDateTime=2023-01-30T13:10:58.370960100, tip=OFERIT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.379959200, tip=CONSUMAT}
EntitateRegistru{id=9, nrPortii=1, localDateTime=2023-01-30T13:10:58.379959200, tip=CONSUMAT}
EntitateRegistru{id=11, nrPortii=1, localDateTime=2023-01-30T13:10:58.379959200, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=1, localDateTime=2023-01-30T13:10:58.379959200, tip=OFERIT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.379959200, tip=CONSUMAT}
EntitateRegistru{id=2, nrPortii=2, localDateTime=2023-01-30T13:10:58.379959200, tip=OFERIT}
EntitateRegistru{id=7, nrPortii=1, localDateTime=2023-01-30T13:10:58.379959200, tip=CONSUMAT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.379959200, tip=CONSUMAT}
EntitateRegistru{id=0, nrPortii=3, localDateTime=2023-01-30T13:10:58.379959200, tip=OFERIT}
EntitateRegistru{id=10, nrPortii=1, localDateTime=2023-01-30T13:10:58.379959200, tip=CONSUMAT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.379959200, tip=CONSUMAT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.379959200, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=3, localDateTime=2023-01-30T13:10:58.379959200, tip=OFERIT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.379959200, tip=CONSUMAT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.387969900, tip=CONSUMAT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.387969900, tip=CONSUMAT}
EntitateRegistru{id=0, nrPortii=1, localDateTime=2023-01-30T13:10:58.387969900, tip=OFERIT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.387969900, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=2, localDateTime=2023-01-30T13:10:58.387969900, tip=OFERIT}
EntitateRegistru{id=11, nrPortii=1, localDateTime=2023-01-30T13:10:58.387969900, tip=CONSUMAT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.387969900, tip=CONSUMAT}
EntitateRegistru{id=0, nrPortii=4, localDateTime=2023-01-30T13:10:58.387969900, tip=OFERIT}
EntitateRegistru{id=10, nrPortii=1, localDateTime=2023-01-30T13:10:58.387969900, tip=CONSUMAT}
EntitateRegistru{id=9, nrPortii=1, localDateTime=2023-01-30T13:10:58.387969900, tip=CONSUMAT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.387969900, tip=CONSUMAT}
EntitateRegistru{id=7, nrPortii=1, localDateTime=2023-01-30T13:10:58.387969900, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=4, localDateTime=2023-01-30T13:10:58.387969900, tip=OFERIT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.387969900, tip=CONSUMAT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.395986200, tip=CONSUMAT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.395986200, tip=CONSUMAT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.395986200, tip=CONSUMAT}
EntitateRegistru{id=0, nrPortii=2, localDateTime=2023-01-30T13:10:58.396956, tip=OFERIT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.397956100, tip=CONSUMAT}
EntitateRegistru{id=10, nrPortii=1, localDateTime=2023-01-30T13:10:58.397956100, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=2, localDateTime=2023-01-30T13:10:58.397956100, tip=OFERIT}
EntitateRegistru{id=11, nrPortii=1, localDateTime=2023-01-30T13:10:58.397956100, tip=CONSUMAT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.397956100, tip=CONSUMAT}
EntitateRegistru{id=0, nrPortii=4, localDateTime=2023-01-30T13:10:58.397956100, tip=OFERIT}
EntitateRegistru{id=9, nrPortii=1, localDateTime=2023-01-30T13:10:58.397956100, tip=CONSUMAT}
EntitateRegistru{id=7, nrPortii=1, localDateTime=2023-01-30T13:10:58.397956100, tip=CONSUMAT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.397956100, tip=CONSUMAT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.403979400, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=4, localDateTime=2023-01-30T13:10:58.403979400, tip=OFERIT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.403979400, tip=CONSUMAT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.403979400, tip=CONSUMAT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.404959100, tip=CONSUMAT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.406958500, tip=CONSUMAT}
EntitateRegistru{id=2, nrPortii=3, localDateTime=2023-01-30T13:10:58.406958500, tip=OFERIT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.406958500, tip=CONSUMAT}
EntitateRegistru{id=11, nrPortii=1, localDateTime=2023-01-30T13:10:58.406958500, tip=CONSUMAT}
EntitateRegistru{id=10, nrPortii=1, localDateTime=2023-01-30T13:10:58.406958500, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=4, localDateTime=2023-01-30T13:10:58.406958500, tip=OFERIT}
EntitateRegistru{id=9, nrPortii=1, localDateTime=2023-01-30T13:10:58.406958500, tip=CONSUMAT}
EntitateRegistru{id=7, nrPortii=1, localDateTime=2023-01-30T13:10:58.406958500, tip=CONSUMAT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.411956500, tip=CONSUMAT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.411956500, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=4, localDateTime=2023-01-30T13:10:58.411956500, tip=OFERIT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.411956500, tip=CONSUMAT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.412982400, tip=CONSUMAT}
EntitateRegistru{id=10, nrPortii=1, localDateTime=2023-01-30T13:10:58.415959100, tip=CONSUMAT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.415959100, tip=CONSUMAT}
EntitateRegistru{id=0, nrPortii=1, localDateTime=2023-01-30T13:10:58.415959100, tip=OFERIT}
EntitateRegistru{id=7, nrPortii=1, localDateTime=2023-01-30T13:10:58.415959100, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=4, localDateTime=2023-01-30T13:10:58.415959100, tip=OFERIT}
EntitateRegistru{id=11, nrPortii=1, localDateTime=2023-01-30T13:10:58.415959100, tip=CONSUMAT}
EntitateRegistru{id=9, nrPortii=1, localDateTime=2023-01-30T13:10:58.415959100, tip=CONSUMAT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.415959100, tip=CONSUMAT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.419959500, tip=CONSUMAT}
EntitateRegistru{id=2, nrPortii=4, localDateTime=2023-01-30T13:10:58.419959500, tip=OFERIT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.420962900, tip=CONSUMAT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.420962900, tip=CONSUMAT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.420962900, tip=CONSUMAT}
EntitateRegistru{id=9, nrPortii=1, localDateTime=2023-01-30T13:10:58.423955900, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=2, localDateTime=2023-01-30T13:10:58.423955900, tip=OFERIT}
EntitateRegistru{id=10, nrPortii=1, localDateTime=2023-01-30T13:10:58.423955900, tip=CONSUMAT}
EntitateRegistru{id=7, nrPortii=1, localDateTime=2023-01-30T13:10:58.423955900, tip=CONSUMAT}
EntitateRegistru{id=0, nrPortii=4, localDateTime=2023-01-30T13:10:58.423955900, tip=OFERIT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.423955900, tip=CONSUMAT}
EntitateRegistru{id=11, nrPortii=1, localDateTime=2023-01-30T13:10:58.423955900, tip=CONSUMAT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.423955900, tip=CONSUMAT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.427960800, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=2, localDateTime=2023-01-30T13:10:58.427960800, tip=OFERIT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.428956800, tip=CONSUMAT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.428956800, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=1, localDateTime=2023-01-30T13:10:58.428956800, tip=OFERIT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.428956800, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=4, localDateTime=2023-01-30T13:10:58.428956800, tip=OFERIT}
EntitateRegistru{id=9, nrPortii=1, localDateTime=2023-01-30T13:10:58.432960700, tip=CONSUMAT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.432960700, tip=CONSUMAT}
EntitateRegistru{id=10, nrPortii=1, localDateTime=2023-01-30T13:10:58.432960700, tip=CONSUMAT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.432960700, tip=CONSUMAT}
EntitateRegistru{id=0, nrPortii=2, localDateTime=2023-01-30T13:10:58.432960700, tip=OFERIT}
EntitateRegistru{id=11, nrPortii=1, localDateTime=2023-01-30T13:10:58.432960700, tip=CONSUMAT}
EntitateRegistru{id=7, nrPortii=1, localDateTime=2023-01-30T13:10:58.432960700, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=1, localDateTime=2023-01-30T13:10:58.432960700, tip=OFERIT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.435956600, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=2, localDateTime=2023-01-30T13:10:58.435956600, tip=OFERIT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.436957800, tip=CONSUMAT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.436957800, tip=CONSUMAT}
EntitateRegistru{id=0, nrPortii=3, localDateTime=2023-01-30T13:10:58.436957800, tip=OFERIT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.436957800, tip=CONSUMAT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.443957400, tip=CONSUMAT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.443957400, tip=CONSUMAT}
EntitateRegistru{id=2, nrPortii=4, localDateTime=2023-01-30T13:10:58.443957400, tip=OFERIT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.444962100, tip=CONSUMAT}
EntitateRegistru{id=10, nrPortii=1, localDateTime=2023-01-30T13:10:58.444962100, tip=CONSUMAT}
EntitateRegistru{id=7, nrPortii=1, localDateTime=2023-01-30T13:10:58.444962100, tip=CONSUMAT}
EntitateRegistru{id=11, nrPortii=1, localDateTime=2023-01-30T13:10:58.444962100, tip=CONSUMAT}
EntitateRegistru{id=2, nrPortii=5, localDateTime=2023-01-30T13:10:58.444962100, tip=OFERIT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.444962100, tip=CONSUMAT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.444962100, tip=CONSUMAT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.444962100, tip=CONSUMAT}
EntitateRegistru{id=9, nrPortii=1, localDateTime=2023-01-30T13:10:58.444962100, tip=CONSUMAT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.452958200, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=5, localDateTime=2023-01-30T13:10:58.452958200, tip=OFERIT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.452958200, tip=CONSUMAT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.452958200, tip=CONSUMAT}
EntitateRegistru{id=9, nrPortii=1, localDateTime=2023-01-30T13:10:58.452958200, tip=CONSUMAT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.452958200, tip=CONSUMAT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.452958200, tip=CONSUMAT}
EntitateRegistru{id=0, nrPortii=2, localDateTime=2023-01-30T13:10:58.452958200, tip=OFERIT}
EntitateRegistru{id=11, nrPortii=1, localDateTime=2023-01-30T13:10:58.452958200, tip=CONSUMAT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.452958200, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=5, localDateTime=2023-01-30T13:10:58.452958200, tip=OFERIT}
EntitateRegistru{id=7, nrPortii=1, localDateTime=2023-01-30T13:10:58.452958200, tip=CONSUMAT}
EntitateRegistru{id=10, nrPortii=1, localDateTime=2023-01-30T13:10:58.452958200, tip=CONSUMAT}
EntitateRegistru{id=10, nrPortii=1, localDateTime=2023-01-30T13:10:58.460958300, tip=CONSUMAT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.460958300, tip=CONSUMAT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.460958300, tip=CONSUMAT}
EntitateRegistru{id=0, nrPortii=5, localDateTime=2023-01-30T13:10:58.460958300, tip=OFERIT}
EntitateRegistru{id=7, nrPortii=1, localDateTime=2023-01-30T13:10:58.460958300, tip=CONSUMAT}
EntitateRegistru{id=11, nrPortii=1, localDateTime=2023-01-30T13:10:58.460958300, tip=CONSUMAT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.460958300, tip=CONSUMAT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.460958300, tip=CONSUMAT}
EntitateRegistru{id=9, nrPortii=1, localDateTime=2023-01-30T13:10:58.460958300, tip=CONSUMAT}
EntitateRegistru{id=2, nrPortii=5, localDateTime=2023-01-30T13:10:58.460958300, tip=OFERIT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.460958300, tip=CONSUMAT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.460958300, tip=CONSUMAT}
EntitateRegistru{id=7, nrPortii=1, localDateTime=2023-01-30T13:10:58.469960600, tip=CONSUMAT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.469960600, tip=CONSUMAT}
EntitateRegistru{id=10, nrPortii=1, localDateTime=2023-01-30T13:10:58.469960600, tip=CONSUMAT}
EntitateRegistru{id=2, nrPortii=4, localDateTime=2023-01-30T13:10:58.469960600, tip=OFERIT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.469960600, tip=CONSUMAT}
EntitateRegistru{id=12, nrPortii=1, localDateTime=2023-01-30T13:10:58.469960600, tip=CONSUMAT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.469960600, tip=CONSUMAT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.469960600, tip=CONSUMAT}
EntitateRegistru{id=0, nrPortii=4, localDateTime=2023-01-30T13:10:58.469960600, tip=OFERIT}
EntitateRegistru{id=6, nrPortii=1, localDateTime=2023-01-30T13:10:58.469960600, tip=CONSUMAT}
EntitateRegistru{id=11, nrPortii=1, localDateTime=2023-01-30T13:10:58.469960600, tip=CONSUMAT}
EntitateRegistru{id=9, nrPortii=1, localDateTime=2023-01-30T13:10:58.469960600, tip=CONSUMAT}
EntitateRegistru{id=5, nrPortii=1, localDateTime=2023-01-30T13:10:58.477957300, tip=CONSUMAT}
EntitateRegistru{id=2, nrPortii=2, localDateTime=2023-01-30T13:10:58.477957300, tip=OFERIT}
EntitateRegistru{id=11, nrPortii=1, localDateTime=2023-01-30T13:10:58.477957300, tip=CONSUMAT}
EntitateRegistru{id=8, nrPortii=1, localDateTime=2023-01-30T13:10:58.477957300, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=1, localDateTime=2023-01-30T13:10:58.477957300, tip=OFERIT}
EntitateRegistru{id=3, nrPortii=1, localDateTime=2023-01-30T13:10:58.477957300, tip=CONSUMAT}
EntitateRegistru{id=2, nrPortii=3, localDateTime=2023-01-30T13:10:58.477957300, tip=OFERIT}
EntitateRegistru{id=10, nrPortii=1, localDateTime=2023-01-30T13:10:58.477957300, tip=CONSUMAT}
EntitateRegistru{id=4, nrPortii=1, localDateTime=2023-01-30T13:10:58.477957300, tip=CONSUMAT}
EntitateRegistru{id=7, nrPortii=1, localDateTime=2023-01-30T13:10:58.477957300, tip=CONSUMAT}
EntitateRegistru{id=1, nrPortii=3, localDateTime=2023-01-30T13:10:58.477957300, tip=OFERIT}
